Title,Genre,Year,Rating
The Princess,"['Action', 'Drama', 'Fantasy']",2022,0
Live Free or Die Hard,"['Action', 'Thriller']",2007,7.1
Dredd,"['Action', 'Crime', 'Sci-Fi']",2012,7.1
Charlie's Angels,"['Action', 'Adventure', 'Comedy']",2019,4.9
Hitman: Agent 47,"['Action', 'Crime', 'Thriller']",2015,5.7
The Fast and the Furious: Tokyo Drift,"['Action', 'Adventure', 'Crime']",2006,6
Hitman,"['Action', 'Crime', 'Thriller']",2007,6.2
Hitman,"['Action', 'Comedy', 'Crime']",2007,6.1
Triple Frontier,"['Action', 'Adventure', 'Crime']",2019,6.4
21 Jump Street,"['Action', 'Comedy', 'Crime']",2012,7.2
Warcraft,"['Action', 'Adventure', 'Fantasy']",2016,6.7
Falling Down,"['Action', 'Crime', 'Drama']",1993,7.6
District 9,"['Action', 'Sci-Fi', 'Thriller']",2009,7.9
RoboCop,"['Action', 'Crime', 'Sci-Fi']",1987,7.6
The Mummy Returns,"['Action', 'Adventure', 'Fantasy']",2001,6.4
Beverly Hills Cop,"['Action', 'Comedy', 'Crime']",1984,7.3
Pokémon: Detective Pikachu,"['Action', 'Adventure', 'Comedy']",2019,6.5
Star Trek Beyond,"['Action', 'Adventure', 'Sci-Fi']",2016,7
Copshop,"['Action', 'Thriller']",2021,6.2
Children of Men,"['Action', 'Drama', 'Sci-Fi']",2006,7.9
The Man from U.N.C.L.E.,"['Action', 'Adventure', 'Comedy']",2015,7.2
American Sniper,"['Action', 'Biography', 'Drama']",2014,7.3
Eraser: Reborn,['Action'],2022,4.5
Rambo: Last Blood,"['Action', 'Crime', 'Thriller']",2019,6.1
Resident Evil,"['Action', 'Horror', 'Sci-Fi']",2002,6.6
Mandy,"['Action', 'Fantasy', 'Horror']",2018,6.5
Tomorrow Never Dies,"['Action', 'Adventure', 'Thriller']",1997,6.5
Midway,"['Action', 'Drama', 'History']",2019,6.7
Red Sparrow,"['Action', 'Drama', 'Thriller']",2018,6.6
Revenge,"['Action', 'Crime', 'Drama']",1990,6.1
We Can Be Heroes,"['Action', 'Comedy', 'Drama']",2020,4.7
Samaritan,"['Action', 'Drama', 'Fantasy']",2022,0
Underwater,"['Action', 'Horror', 'Sci-Fi']",2020,5.8
Fast & Furious,"['Action', 'Crime', 'Thriller']",2009,6.5
3:10 to Yuma,"['Action', 'Crime', 'Drama']",2007,7.7
Mad Max,"['Action', 'Adventure', 'Sci-Fi']",1979,6.8
Over the Top,"['Action', 'Drama', 'Sport']",1987,5.8
The Losers,"['Action', 'Adventure', 'Crime']",2010,6.3
Hot Shots!,"['Action', 'Comedy']",1991,6.7
A History of Violence,"['Action', 'Crime', 'Drama']",2005,7.4
Gunpowder Milkshake,"['Action', 'Thriller']",2021,6
The Fate of the Furious,"['Action', 'Crime', 'Thriller']",2017,6.6
Logan Lucky,"['Action', 'Comedy', 'Crime']",2017,7
Red Dawn,"['Action', 'Drama']",2012,5.3
Red Dawn,"['Drama', 'Thriller']",2012,8
Vendetta,"['Action', 'Thriller']",2022,3.7
Vendetta,"['Drama', 'Thriller']",2022,5.1
Hulk,"['Action', 'Sci-Fi']",2003,5.6
Ant-Man and the Wasp: Quantumania,"['Action', 'Adventure', 'Comedy']",2023,0
Stargate,"['Action', 'Adventure', 'Sci-Fi']",1994,7
The Last of the Mohicans,"['Action', 'Adventure', 'Drama']",1992,7.7
Dick Tracy,"['Action', 'Comedy', 'Crime']",1990,6.2
U.S. Marshals,"['Action', 'Crime', 'Thriller']",1998,6.5
Godzilla: King of the Monsters,"['Action', 'Adventure', 'Fantasy']",2019,6
In the Heart of the Sea,"['Action', 'Adventure', 'Biography']",2015,6.9
Allegiant,"['Action', 'Adventure', 'Mystery']",2016,5.6
Deep Impact,"['Action', 'Drama', 'Sci-Fi']",1998,6.2
Angels & Demons,"['Action', 'Mystery', 'Thriller']",2009,6.7
The Blues Brothers,"['Action', 'Adventure', 'Comedy']",1980,7.9
The Last Airbender,"['Action', 'Adventure', 'Family']",2010,4
The Quick and the Dead,"['Action', 'Romance', 'Thriller']",1995,6.5
Sherlock Holmes,"['Action', 'Adventure', 'Mystery']",2009,7.6
The Book of Eli,"['Action', 'Adventure', 'Drama']",2010,6.8
Sicario: Day of the Soldado,"['Action', 'Adventure', 'Crime']",2018,7.1
Kong: Skull Island,"['Action', 'Adventure', 'Fantasy']",2017,6.6
Forsaken,"['Action', 'Drama', 'Western']",2015,6.3
Forsaken,"['Adventure', 'Drama', 'Sci-Fi']",2015,2.9
Fast Five,"['Action', 'Crime', 'Thriller']",2011,7.3
Snow White and the Huntsman,"['Action', 'Adventure', 'Drama']",2012,6.1
Star Trek Into Darkness,"['Action', 'Adventure', 'Sci-Fi']",2013,7.7
Bumblebee,"['Action', 'Adventure', 'Sci-Fi']",2018,6.7
Enola Holmes 2,"['Action', 'Adventure', 'Crime']",2022,0
The Roundup,"['Action', 'Crime']",2022,7.3
Rocketry: The Nambi Effect,"['Action', 'Biography', 'Drama']",2022,8.6
Law Abiding Citizen,"['Action', 'Crime', 'Drama']",2009,7.4
Kate,"['Action', 'Adventure', 'Crime']",2021,6.2
Deep Blue Sea,"['Action', 'Adventure', 'Sci-Fi']",1999,5.9
John Wick: Chapter 2,"['Action', 'Crime', 'Thriller']",2017,7.4
They Live,"['Action', 'Horror', 'Sci-Fi']",1988,7.2
The Saint,"['Action', 'Adventure', 'Romance']",1997,6.2
Predators,"['Action', 'Adventure', 'Sci-Fi']",2010,6.4
The Guest,"['Action', 'Mystery', 'Thriller']",2014,6.7
The Vault,"['Action', 'Adventure', 'Thriller']",2017,6.4
The Vault,"['Crime', 'Horror', 'Mystery']",2017,4.8
Deadpool 3,"['Action', 'Comedy', 'Sci-Fi']",2023,0
Pixels,"['Action', 'Comedy', 'Fantasy']",2015,5.6
Van Helsing,"['Action', 'Adventure', 'Fantasy']",2004,6
The Silencing,"['Action', 'Crime', 'Mystery']",2020,6.2
Small Soldiers,"['Action', 'Adventure', 'Comedy']",1998,6.2
Die Hard 2,"['Action', 'Thriller']",1990,7.1
The Last Castle,"['Action', 'Drama', 'Thriller']",2001,6.9
National Treasure,"['Action', 'Adventure', 'Mystery']",2004,6.9
Geostorm,"['Action', 'Sci-Fi', 'Thriller']",2017,5.3
Fast & Furious Presents: Hobbs & Shaw,"['Action', 'Adventure', 'Thriller']",2019,6.5
Independence Day: Resurgence,"['Action', 'Adventure', 'Sci-Fi']",2016,5.2
Ant-Man and the Wasp,"['Action', 'Adventure', 'Comedy']",2018,7
Napoleon,"['Action', 'Biography', 'Drama']",,0
Napoleon,"['Biography', 'Drama', 'History']",,8.2
Green Lantern,"['Action', 'Adventure', 'Sci-Fi']",2011,5.5
Big Trouble in Little China,"['Action', 'Adventure', 'Comedy']",1986,7.2
Hotel Mumbai,"['Action', 'Drama', 'History']",2018,7.6
X-Men Origins: Wolverine,"['Action', 'Sci-Fi']",2009,6.5
Anek,"['Action', 'Thriller']",2022,7.7
Double Threat,"['Action', 'Adventure', 'Comedy']",2022,4.5
Pain & Gain,"['Action', 'Comedy', 'Crime']",2013,6.4
I Am Legend,"['Action', 'Drama', 'Sci-Fi']",2007,7.2
Greyhound,"['Action', 'Drama', 'History']",2020,7
Lucy,"['Action', 'Sci-Fi', 'Thriller']",2014,6.4
The Forever Purge,"['Action', 'Horror', 'Thriller']",2021,5.4
Super 8,"['Action', 'Mystery', 'Sci-Fi']",2011,7
Willy's Wonderland,"['Action', 'Comedy', 'Horror']",2021,5.5
The Twilight Saga: Eclipse,"['Action', 'Adventure', 'Drama']",2010,5
Hunter Killer,"['Action', 'Thriller']",2018,6.6
Olympus Has Fallen,"['Action', 'Thriller']",2013,6.5
Bad Boys for Life,"['Action', 'Comedy', 'Crime']",2020,6.5
Romancing the Stone,"['Action', 'Adventure', 'Comedy']",1984,6.9
Tomorrowland,"['Action', 'Adventure', 'Family']",2015,6.4
No Way Out,"['Action', 'Crime', 'Drama']",1987,7.1
No Way Out,"['Action', 'Crime', 'Drama']",1987,6.7
Sky High,"['Action', 'Comedy', 'Family']",2005,6.3
Sky High,"['Action', 'Adventure', 'Crime']",2005,5.5
Ghost Rider,"['Action', 'Fantasy', 'Thriller']",2007,5.2
Bad Boys,"['Action', 'Comedy', 'Crime']",1995,6.8
Deja Vu,"['Action', 'Crime', 'Sci-Fi']",2006,7.1
Cloverfield,"['Action', 'Horror', 'Sci-Fi']",2008,7
Men in Black 3,"['Action', 'Adventure', 'Comedy']",2012,6.8
Daybreakers,"['Action', 'Horror', 'Sci-Fi']",2009,6.4
Corrective Measures,"['Action', 'Sci-Fi', 'Thriller']",2022,4.3
Underworld,"['Action', 'Fantasy', 'Thriller']",2003,7
The Colony,"['Action', 'Adventure', 'Sci-Fi']",2013,5.3
The Colony,"['Action', 'Sci-Fi', 'Thriller']",2013,5.3
Drive Angry,"['Action', 'Fantasy', 'Thriller']",2011,5.4
Ghostbusters II,"['Action', 'Comedy', 'Fantasy']",1989,6.6
The Outpost,"['Action', 'Drama', 'History']",2019,6.8
Natural Born Killers,"['Action', 'Crime', 'Drama']",1994,7.2
Hollow Man,"['Action', 'Horror', 'Sci-Fi']",2000,5.8
Dante's Peak,"['Action', 'Adventure', 'Thriller']",1997,6
John Carter,"['Action', 'Adventure', 'Sci-Fi']",2012,6.6
The Matrix Reloaded,"['Action', 'Sci-Fi']",2003,7.2
A View to a Kill,"['Action', 'Adventure', 'Thriller']",1985,6.3
The Hunt for Red October,"['Action', 'Adventure', 'Thriller']",1990,7.6
Spiral,"['Action', 'Adventure', 'Crime']",2019,5.2
Spiral,"['Drama', 'Horror', 'Mystery']",2019,5.5
Spiral,"['Drama', 'Fantasy', 'Horror']",2019,6.1
Spiral,"['Drama', 'Fantasy', 'Horror']",2019,5.2
Alien³,"['Action', 'Horror', 'Sci-Fi']",1992,6.4
Extraction 2,"['Action', 'Thriller']",2022,0
Transcendence,"['Action', 'Drama', 'Sci-Fi']",2014,6.2
Goldfinger,"['Action', 'Adventure', 'Thriller']",1964,7.7
The Transporter,"['Action', 'Crime', 'Thriller']",2002,6.8
Rambo: First Blood Part II,"['Action', 'Adventure', 'Thriller']",1985,6.5
The Shallows,"['Action', 'Drama', 'Horror']",2016,6.3
Robin Hood: Prince of Thieves,"['Action', 'Adventure', 'Drama']",1991,6.9
Adrift,"['Action', 'Adventure', 'Biography']",2018,6.6
2 Fast 2 Furious,"['Action', 'Adventure', 'Crime']",2003,5.9
Escape from New York,"['Action', 'Adventure', 'Sci-Fi']",1981,7.1
Anna,"['Action', 'Thriller']",2019,6.6
Clean,"['Action', 'Crime', 'Drama']",2021,5.6
Indiana Jones and the Kingdom of the Crystal Skull,"['Action', 'Adventure']",2008,6.1
Bullitt,"['Action', 'Crime', 'Thriller']",1968,7.4
The Finest Hours,"['Action', 'Drama', 'History']",2016,6.7
Day Shift,"['Action', 'Comedy', 'Fantasy']",2022,0
Predator 2,"['Action', 'Horror', 'Sci-Fi']",1990,6.2
I Saw the Devil,"['Action', 'Crime', 'Drama']",,7.8
I Saw the Devil,"['Action', 'Horror', 'Thriller']",,0
Spy Kids,"['Action', 'Adventure', 'Comedy']",2001,5.6
Godzilla,"['Action', 'Adventure', 'Sci-Fi']",2014,6.4
The Lego Movie,"['Animation', 'Action', 'Adventure']",2014,7.7
Kill Bill: Vol. 2,"['Action', 'Crime', 'Thriller']",2004,8
The Longest Day,"['Action', 'Drama', 'History']",1962,7.7
The World Is Not Enough,"['Action', 'Adventure', 'Thriller']",1999,6.4
The Count of Monte Cristo,"['Action', 'Adventure', 'Drama']",2002,7.7
Atomic Blonde,"['Action', 'Thriller']",2017,6.7
Lone Survivor,"['Action', 'Biography', 'Drama']",2013,7.5
A Day to Die,"['Action', 'Crime', 'Drama']",2022,3.7
Atlantis: The Lost Empire,"['Animation', 'Action', 'Adventure']",2001,6.9
Serenity,"['Action', 'Adventure', 'Sci-Fi']",2005,7.8
Dawn of the Dead,"['Action', 'Horror']",2004,7.3
Freddy vs. Jason,"['Action', 'Horror']",2003,5.7
Dirty Harry,"['Action', 'Crime', 'Thriller']",1971,7.7
Terminator Genisys,"['Action', 'Adventure', 'Sci-Fi']",2015,6.3
Commando,"['Action', 'Adventure', 'Thriller']",1985,6.7
Gone in 60 Seconds,"['Action', 'Crime', 'Thriller']",1974,6.5
Gone in 60 Seconds,"['Action', 'Crime', 'Drama']",1974,6.4
Last Action Hero,"['Action', 'Adventure', 'Comedy']",1993,6.4
Borderlands,"['Action', 'Adventure', 'Comedy']",2022,0
The Boondock Saints,"['Action', 'Thriller']",1999,7.7
Kick-Ass 2,"['Action', 'Comedy', 'Crime']",2013,6.5
Scouts Guide to the Zombie Apocalypse,"['Action', 'Comedy', 'Horror']",2015,6.3
Upgrade,"['Action', 'Sci-Fi', 'Thriller']",2018,7.5
North by Northwest,"['Action', 'Adventure', 'Mystery']",1959,8.3
300: Rise of an Empire,"['Action', 'Drama']",2014,6.2
Superman III,"['Action', 'Adventure', 'Comedy']",1983,5
X-Men: The Last Stand,"['Action', 'Adventure', 'Sci-Fi']",2006,6.6
Anaconda,"['Action', 'Adventure', 'Horror']",1997,4.8
Mortal Engines,"['Action', 'Adventure', 'Fantasy']",2018,6.1
Kraven the Hunter,"['Action', 'Adventure', 'Sci-Fi']",2023,0
Young Guns,"['Action', 'Western']",1988,6.8
13 Minutes,"['Action', 'Drama', 'Thriller']",2021,4.6
13 Minutes,"['Biography', 'Drama', 'War']",2021,7
Dungeons & Dragons,"['Action', 'Adventure', 'Fantasy']",2000,0
Dungeons & Dragons,"['Action', 'Adventure', 'Fantasy']",2000,3.6
Live and Let Die,"['Action', 'Adventure', 'Thriller']",1973,6.7
Valerian and the City of a Thousand Planets,"['Action', 'Adventure', 'Fantasy']",2017,6.4
Kindergarten Cop,"['Action', 'Comedy', 'Crime']",1990,6.2
Unhinged,"['Action', 'Thriller']",2020,6
Unbroken,"['Action', 'Biography', 'Drama']",2014,7.2
Gravity,"['Action', 'Drama', 'Sci-Fi']",2013,7.7
From Russia with Love,"['Action', 'Adventure', 'Thriller']",1963,7.4
The Hunger Games: Mockingjay - Part 2,"['Action', 'Adventure', 'Sci-Fi']",2015,6.5
Reign of Fire,"['Action', 'Adventure', 'Fantasy']",2002,6.2
True Lies,"['Action', 'Comedy', 'Thriller']",1994,7.3
Escape Room,"['Action', 'Adventure', 'Horror']",2019,6.4
The Running Man,"['Action', 'Sci-Fi', 'Thriller']",1987,6.6
A Knight's Tale,"['Action', 'Adventure', 'Romance']",2001,6.9
Those Who Wish Me Dead,"['Action', 'Drama', 'Thriller']",2021,6
SAS: Red Notice,"['Action', 'Thriller']",2021,5.2
Pacific Rim: Uprising,"['Action', 'Adventure', 'Sci-Fi']",2018,5.6
Barb Wire,"['Action', 'Sci-Fi']",1996,3.4
Escape Room: Tournament of Champions,"['Action', 'Adventure', 'Horror']",2021,5.7
Peter Pan & Wendy,"['Action', 'Adventure', 'Comedy']",2022,0
Carriers,"['Action', 'Adventure', 'Drama']",2009,6
Desperado,"['Action', 'Crime', 'Thriller']",1995,7.1
The Guardian,"['Action', 'Adventure', 'Drama']",2006,6.9
The Guardian,"['Animation', 'Action', 'Fantasy']",2006,7
Air Force One,"['Action', 'Drama', 'Thriller']",1997,6.5
Speed 2: Cruise Control,"['Action', 'Adventure', 'Crime']",1997,3.9
Push,"['Action', 'Sci-Fi', 'Thriller']",2009,6.1
A Good Day to Die Hard,"['Action', 'Thriller']",2013,5.2
Howard the Duck,"['Action', 'Adventure', 'Comedy']",1986,4.7
Licence to Kill,"['Action', 'Adventure', 'Thriller']",1989,6.6
Pompeii,"['Action', 'Adventure', 'Drama']",2014,5.5
The Spy Who Loved Me,"['Action', 'Adventure', 'Thriller']",1977,7
Now You See Me 2,"['Action', 'Adventure', 'Comedy']",2016,6.4
The Punisher,"['Action', 'Crime', 'Drama']",2004,6.4
The Cannonball Run,"['Action', 'Comedy', 'Sport']",1981,6.2
Riddick,"['Action', 'Adventure', 'Sci-Fi']",2013,6.4
Eragon,"['Action', 'Adventure', 'Family']",2006,5.1
Monster Hunter,"['Action', 'Adventure', 'Fantasy']",2020,5.2
Die Another Day,"['Action', 'Adventure', 'Thriller']",2002,6.1
Teenage Mutant Ninja Turtles: Out of the Shadows,"['Action', 'Adventure', 'Comedy']",2016,5.9
Thunderball,"['Action', 'Adventure', 'Thriller']",1965,6.9
Transformers: Age of Extinction,"['Action', 'Adventure', 'Sci-Fi']",2014,5.6
Layer Cake,"['Action', 'Crime', 'Drama']",2004,7.3
Kung Fu Panda 3,"['Animation', 'Action', 'Adventure']",2016,7.1
Clash of the Titans,"['Action', 'Adventure', 'Fantasy']",2010,5.8
Panama,"['Action', 'Thriller']",2022,3.3
Alphas,"['Action', 'Drama', 'Thriller']",2022,0
Sweet Girl,"['Action', 'Drama', 'Thriller']",2021,5.5
Men in Black: International,"['Action', 'Adventure', 'Comedy']",2019,5.6
Firestarter,"['Action', 'Horror', 'Sci-Fi']",1984,6
The Man with the Golden Gun,"['Action', 'Adventure', 'Thriller']",1974,6.7
There Are No Saints,"['Action', 'Crime', 'Thriller']",2022,4.6
The Iron Giant,"['Animation', 'Action', 'Adventure']",1999,8.1
G.I. Joe: Retaliation,"['Action', 'Adventure', 'Sci-Fi']",2013,5.7
Men in Black II,"['Action', 'Adventure', 'Comedy']",2002,6.1
The Wild Bunch,"['Action', 'Adventure', 'Western']",1969,7.9
Blade: Trinity,"['Action', 'Horror', 'Sci-Fi']",2004,5.8
San Andreas,"['Action', 'Adventure', 'Thriller']",2015,6
Maverick,"['Action', 'Adventure', 'Comedy']",1994,7
Zombieland: Double Tap,"['Action', 'Comedy', 'Horror']",2019,6.7
Ip Man,"['Action', 'Biography', 'Drama']",2008,8
The Island,"['Action', 'Sci-Fi', 'Thriller']",2005,6.8
Bloodsport,"['Action', 'Biography', 'Drama']",1988,6.8
On Her Majesty's Secret Service,"['Action', 'Adventure', 'Thriller']",1969,6.8
How to Train Your Dragon: The Hidden World,"['Animation', 'Action', 'Adventure']",2019,7.4
For Your Eyes Only,"['Action', 'Adventure', 'Thriller']",1981,6.7
The Lone Ranger,"['Action', 'Adventure', 'Western']",2013,6.4
Rise of the Planet of the Apes,"['Action', 'Drama', 'Sci-Fi']",2011,7.6
Lethal Weapon,"['Action', 'Crime', 'Thriller']",1987,7.6
Hercules,"['Action', 'Adventure', 'Fantasy']",2014,6
Hercules,"['Adventure', 'Fantasy', 'History']",2014,5.4
Austin Powers in Goldmember,"['Action', 'Adventure', 'Comedy']",2002,6.2
The Chronicles of Riddick,"['Action', 'Adventure', 'Sci-Fi']",2004,6.6
Sin City: A Dame to Kill For,"['Action', 'Crime', 'Thriller']",2014,6.5
We Were Soldiers,"['Action', 'Drama', 'History']",2002,7.1
Alexander,"['Action', 'Biography', 'Drama']",2004,5.6
Austin Powers: The Spy Who Shagged Me,"['Action', 'Adventure', 'Comedy']",1999,6.6
Congo,"['Action', 'Adventure', 'Mystery']",1995,5.2
Everest,"['Action', 'Adventure', 'Biography']",2015,7.1
The 5th Wave,"['Action', 'Adventure', 'Sci-Fi']",2016,5.2
The Lego Batman Movie,"['Animation', 'Action', 'Adventure']",2017,7.3
Rogue,"['Action', 'Drama', 'Horror']",2007,6.2
War for the Planet of the Apes,"['Action', 'Adventure', 'Drama']",2017,7.4
RocknRolla,"['Action', 'Crime', 'Thriller']",2008,7.3
Jason Bourne,"['Action', 'Thriller']",2016,6.6
White House Down,"['Action', 'Drama', 'Thriller']",2013,6.3
Terminator Salvation,"['Action', 'Adventure', 'Sci-Fi']",2009,6.5
Mortdecai,"['Action', 'Adventure', 'Comedy']",2015,5.5
Megamind,"['Animation', 'Action', 'Comedy']",2010,7.3
Homefront,"['Action', 'Crime', 'Thriller']",2013,6.5
Maze Runner: The Death Cure,"['Action', 'Adventure', 'Sci-Fi']",2018,6.2
The Equalizer 2,"['Action', 'Crime', 'Thriller']",2018,6.7
12 Strong,"['Action', 'Drama', 'History']",2018,6.5
Elysium,"['Action', 'Drama', 'Sci-Fi']",2013,6.6
Havoc,"['Action', 'Crime', 'Thriller']",2022,0
The Expendables 3,"['Action', 'Adventure', 'Thriller']",2014,6.1
Dawn of the Planet of the Apes,"['Action', 'Adventure', 'Drama']",2014,7.6
Kung Fu Panda 2,"['Animation', 'Action', 'Adventure']",2011,7.2
47 Ronin,"['Action', 'Drama', 'Fantasy']",2013,6.2
Ghosted,"['Action', 'Adventure', 'Romance']",#N/A,0
Wicked,"['Action', 'Adventure', 'Family']",2021,0
Wicked,"['Drama', 'Fantasy', 'Romance']",2021,5.3
Once Upon a Time in Mexico,"['Action', 'Crime', 'Thriller']",2003,6.3
Smokin' Aces,"['Action', 'Comedy', 'Crime']",2006,6.6
Hansel & Gretel: Witch Hunters,"['Action', 'Fantasy', 'Horror']",2013,6.1
The Hunger Games: Mockingjay - Part 1,"['Action', 'Adventure', 'Sci-Fi']",2014,6.6
Rambo,"['Action', 'Adventure', 'Thriller']",2008,7
Demolition Man,"['Action', 'Sci-Fi', 'Thriller']",1993,6.7
Flash Gordon,"['Action', 'Adventure', 'Sci-Fi']",1980,6.5
48 Hrs.,"['Action', 'Comedy', 'Crime']",1982,6.9
The Living Daylights,"['Action', 'Adventure', 'Thriller']",1987,6.7
Master and Commander: The Far Side of the World,"['Action', 'Adventure', 'Drama']",2003,7.4
Source Code,"['Action', 'Drama', 'Mystery']",2011,7.5
Nikamma,"['Action', 'Comedy', 'Drama']",2022,1.6
Lifeforce,"['Action', 'Horror', 'Mystery']",1985,6.1
The Negotiator,"['Action', 'Crime', 'Drama']",1998,7.3
Spy,"['Action', 'Comedy']",2015,7
Sherlock Holmes 3,"['Action', 'Adventure', 'Mystery']",,0
Transformers: Revenge of the Fallen,"['Action', 'Adventure', 'Sci-Fi']",2009,5.9
Master,"['Action', 'Thriller']",2021,7.3
Master,"['Action', 'Crime']",2021,6.6
The Bourne Supremacy,"['Action', 'Mystery', 'Thriller']",2004,7.7
Diamonds Are Forever,"['Action', 'Adventure', 'Thriller']",1971,6.5
Outlaw King,"['Action', 'Biography', 'Drama']",2018,6.9
28 Weeks Later,"['Action', 'Adventure', 'Horror']",2007,6.9
Immortals,"['Action', 'Drama', 'Fantasy']",2011,6
The King's Daughter,"['Action', 'Adventure', 'Family']",2022,5.1
Superman Returns,"['Action', 'Adventure', 'Sci-Fi']",2006,6.1
Daredevil,"['Action', 'Crime']",2003,5.3
Transformers: Dark of the Moon,"['Action', 'Adventure', 'Sci-Fi']",2011,6.2
Rampage,"['Action', 'Adventure', 'Sci-Fi']",2018,6.1
Thunder Force,"['Action', 'Adventure', 'Comedy']",2021,4.4
King Arthur,"['Action', 'Adventure', 'Drama']",2004,6.3
The Italian Job,"['Action', 'Crime', 'Thriller']",2003,7
The Wolverine,"['Action', 'Sci-Fi']",2013,6.7
Fallen,"['Action', 'Crime', 'Drama']",1998,7
Blue Beetle,"['Action', 'Adventure', 'Sci-Fi']",2023,0
Noah,"['Action', 'Adventure', 'Drama']",2014,5.8
The Huntsman: Winter's War,"['Action', 'Adventure', 'Drama']",2016,6.1
The Ridiculous 6,"['Action', 'Adventure', 'Comedy']",2015,4.8
The Dirty Dozen,"['Action', 'Adventure', 'War']",1967,7.7
Westworld,"['Action', 'Sci-Fi', 'Thriller']",1973,6.9
Cloak & Dagger,"['Action', 'Adventure', 'Crime']",1984,6.5
My Spy,"['Action', 'Comedy']",2020,6.3
Enemy of the State,"['Action', 'Thriller']",1998,7.3
Bad Boys II,"['Action', 'Comedy', 'Crime']",2003,6.6
Without Remorse,"['Action', 'Thriller', 'War']",2021,5.7
WarGames,"['Action', 'Drama', 'Sci-Fi']",1983,7.1
Thar,"['Action', 'Crime', 'Drama']",2022,6
The Expendables,"['Action', 'Adventure', 'Thriller']",2010,6.4
Exodus: Gods and Kings,"['Action', 'Adventure', 'Drama']",2014,6
The Bad Batch,"['Action', 'Horror', 'Mystery']",2016,5.2
Pride and Prejudice and Zombies,"['Action', 'Comedy', 'Fantasy']",2016,5.8
How to Train Your Dragon 2,"['Animation', 'Action', 'Adventure']",2014,7.8
